Id_vente,Id_bien,Date,Valeur
78,78,2020-03-09 00:00:00,93090
79,79,2020-03-12 00:00:00,157000
80,80,2020-03-12 00:00:00,273000
81,81,2020-03-16 00:00:00,225000
82,82,2020-03-16 00:00:00,269000
83,83,2020-03-16 00:00:00,287000
84,84,2020-03-16 00:00:00,102500
85,85,2020-03-17 00:00:00,332000
86,86,2020-03-19 00:00:00,358000
87,87,2020-03-23 00:00:00,239000
88,88,2020-03-24 00:00:00,399400
89,89,2020-03-24 00:00:00,102000
90,90,2020-03-27 00:00:00,145000
91,91,2020-03-30 00:00:00,750000
92,92,2020-03-31 00:00:00,96700
93,93,2020-04-02 00:00:00,315000
94,94,2020-04-03 00:00:00,109900
95,95,2020-04-06 00:00:00,78000
96,96,2020-04-09 00:00:00,177000
97,97,2020-04-09 00:00:00,335000
98,98,2020-04-10 00:00:00,108000
99,99,2020-04-10 00:00:00,195000
100,100,2020-04-14 00:00:00,92500
101,101,2020-04-15 00:00:00,213000
102,102,2020-04-17 00:00:00,94340
103,103,2020-04-17 00:00:00,140000
104,104,2020-04-23 00:00:00,229000
105,105,2020-04-23 00:00:00,510000
106,106,2020-04-24 00:00:00,129700
107,107,2020-04-27 00:00:00,138500
108,108,2020-04-29 00:00:00,232000
109,109,2020-04-30 00:00:00,185000
110,110,2020-05-06 00:00:00,154000
111,111,2020-05-07 00:00:00,97500
112,112,2020-05-07 00:00:00,138000
113,113,2020-05-11 00:00:00,149500
114,114,2020-05-11 00:00:00,132500
115,115,2020-05-12 00:00:00,555000
116,116,2020-05-12 00:00:00,135000
117,117,2020-05-13 00:00:00,189000
118,118,2020-05-14 00:00:00,333200
119,119,2020-05-14 00:00:00,136350
120,120,2020-05-14 00:00:00,375000
121,121,2020-05-14 00:00:00,252000
122,122,2020-05-15 00:00:00,95000
123,123,2020-05-15 00:00:00,240000
124,124,2020-05-15 00:00:00,574200
125,125,2020-05-18 00:00:00,274000
126,126,2020-05-18 00:00:00,237000
127,127,2020-05-19 00:00:00,142500
128,128,2020-05-19 00:00:00,199000
129,129,2020-05-20 00:00:00,142000
130,130,2020-05-20 00:00:00,297000
131,131,2020-05-25 00:00:00,360000
132,132,2020-05-25 00:00:00,129000
133,133,2020-05-26 00:00:00,150000
134,134,2020-05-26 00:00:00,334000
135,135,2020-05-27 00:00:00,170250
136,136,2020-05-27 00:00:00,330000
137,137,2020-05-28 00:00:00,85000
138,138,2020-05-28 00:00:00,175000
139,139,2020-05-28 00:00:00,152000
140,140,2020-05-28 00:00:00,475000
141,141,2020-05-29 00:00:00,383800
142,142,2020-05-29 00:00:00,96000
143,143,2020-05-29 00:00:00,527000
144,144,2020-05-29 00:00:00,202000
145,145,2020-05-29 00:00:00,282000
146,146,2020-05-29 00:00:00,173000
147,147,2020-06-02 00:00:00,125000
148,148,2020-06-03 00:00:00,149000
149,149,2020-06-03 00:00:00,67000
150,150,2020-06-05 00:00:00,190000
151,151,2020-06-08 00:00:00,89000
152,152,2020-06-08 00:00:00,120000
153,153,2020-06-09 00:00:00,102010
154,154,2020-06-10 00:00:00,100000
155,155,2020-06-12 00:00:00,110000
156,156,2020-06-12 00:00:00,369010
157,157,2020-06-12 00:00:00,208000
158,158,2020-06-15 00:00:00,115000
159,159,2020-06-16 00:00:00,106000
160,160,2020-06-26 00:00:00,201942
161,161,2020-06-26 00:00:00,1190000
162,162,2020-06-26 00:00:00,107000
163,163,2020-03-16 00:00:00,60000
164,164,2020-01-13 00:00:00,129400
165,165,2020-02-05 00:00:00,62500
166,166,2020-05-18 00:00:00,54120
167,167,2020-01-07 00:00:00,220900
168,168,2020-01-15 00:00:00,160000
169,169,2020-02-14 00:00:00,90500
170,170,2020-02-19 00:00:00,54000
171,171,2020-02-28 00:00:00,167000
172,172,2020-03-04 00:00:00,232550
173,173,2020-03-04 00:00:00,90000
174,174,2020-03-11 00:00:00,181970
175,175,2020-03-16 00:00:00,131500
176,176,2020-03-25 00:00:00,132300
177,177,2020-03-31 00:00:00,164000
178,178,2020-04-21 00:00:00,138000
179,179,2020-04-28 00:00:00,114400
180,180,2020-04-29 00:00:00,98000
181,181,2020-04-29 00:00:00,104000
182,182,2020-05-12 00:00:00,136000
183,183,2020-05-15 00:00:00,79370
184,184,2020-05-15 00:00:00,69800
185,185,2020-05-20 00:00:00,82500
186,186,2020-01-13 00:00:00,114000
187,187,2020-01-27 00:00:00,101050
188,188,2020-02-04 00:00:00,152900
189,189,2020-03-11 00:00:00,43000
190,190,2020-03-14 00:00:00,120000
191,191,2020-05-13 00:00:00,185000
192,192,2020-05-18 00:00:00,65000
193,193,2020-06-02 00:00:00,83000
194,194,2020-02-07 00:00:00,55000
195,195,2020-01-22 00:00:00,220000
196,196,2020-02-18 00:00:00,430000
197,197,2020-03-18 00:00:00,247000
198,197,2020-03-26 00:00:00,271000
199,198,2020-05-18 00:00:00,161000
200,195,2020-06-11 00:00:00,220470
201,199,2020-03-27 00:00:00,170000
202,200,2020-03-10 00:00:00,440000
203,201,2020-06-26 00:00:00,225000
204,202,2020-01-16 00:00:00,131376
205,203,2020-01-21 00:00:00,42000
206,204,2020-04-10 00:00:00,50000
207,205,2020-05-15 00:00:00,84800
208,206,2020-01-08 00:00:00,720000
209,207,2020-01-16 00:00:00,563130
210,208,2020-01-20 00:00:00,561550
211,209,2020-02-25 00:00:00,640000
212,210,2020-03-09 00:00:00,282000
213,211,2020-04-15 00:00:00,230000
214,212,2020-04-24 00:00:00,289150
215,213,2020-05-19 00:00:00,513350
216,214,2020-05-29 00:00:00,371550
217,215,2020-06-02 00:00:00,471810
218,216,2020-06-04 00:00:00,243000
219,217,2020-01-31 00:00:00,150000
220,218,2020-02-20 00:00:00,505000
221,219,2020-03-02 00:00:00,495000
222,220,2020-06-04 00:00:00,100000
223,221,2020-01-06 00:00:00,285000
224,222,2020-01-23 00:00:00,237900
225,223,2020-01-24 00:00:00,425000
226,224,2020-01-28 00:00:00,185000
227,225,2020-01-28 00:00:00,210000
228,226,2020-02-06 00:00:00,475150
229,227,2020-02-10 00:00:00,295000
230,228,2020-02-21 00:00:00,310000
231,229,2020-03-05 00:00:00,389500
232,230,2020-03-11 00:00:00,229100
233,231,2020-04-08 00:00:00,445000
234,232,2020-04-09 00:00:00,145900
235,224,2020-04-22 00:00:00,223905
236,233,2020-04-29 00:00:00,367000
237,234,2020-05-12 00:00:00,230000
238,235,2020-05-19 00:00:00,116500
239,236,2020-01-09 00:00:00,212000
240,237,2020-01-21 00:00:00,125000
241,238,2020-01-28 00:00:00,592487
242,239,2020-02-04 00:00:00,152470
243,240,2020-02-12 00:00:00,167550
244,241,2020-02-17 00:00:00,215000
245,242,2020-03-03 00:00:00,152000
246,243,2020-03-10 00:00:00,222450
247,244,2020-04-03 00:00:00,210000
248,245,2020-04-09 00:00:00,190000
249,246,2020-04-30 00:00:00,245000
250,247,2020-05-06 00:00:00,294000
251,248,2020-05-12 00:00:00,234810
252,249,2020-06-04 00:00:00,100000
253,250,2020-01-02 00:00:00,229500
254,251,2020-01-03 00:00:00,616900
255,252,2020-01-03 00:00:00,212550
256,253,2020-01-03 00:00:00,317800
257,254,2020-01-06 00:00:00,212200
258,255,2020-01-06 00:00:00,643815
259,256,2020-01-08 00:00:00,340750
260,257,2020-01-08 00:00:00,214700
261,258,2020-01-08 00:00:00,415000
262,259,2020-01-09 00:00:00,121300
263,260,2020-01-09 00:00:00,314600
264,261,2020-01-10 00:00:00,421420
265,262,2020-01-10 00:00:00,262089
266,263,2020-01-10 00:00:00,228500
267,264,2020-01-10 00:00:00,414000
268,265,2020-01-10 00:00:00,158525
269,266,2020-01-10 00:00:00,171600
270,267,2020-01-10 00:00:00,172020
271,268,2020-01-13 00:00:00,278800
272,269,2020-01-13 00:00:00,191500
273,270,2020-01-13 00:00:00,140650
274,271,2020-01-14 00:00:00,652000
275,272,2020-01-14 00:00:00,413826
276,273,2020-01-14 00:00:00,195500
277,274,2020-01-15 00:00:00,144400
278,275,2020-01-15 00:00:00,112070
279,276,2020-01-15 00:00:00,183750
280,277,2020-01-16 00:00:00,171700
281,278,2020-01-16 00:00:00,635000
282,279,2020-01-17 00:00:00,1320000
283,280,2020-01-17 00:00:00,483314
284,281,2020-01-17 00:00:00,767000
285,282,2020-01-17 00:00:00,116260
286,283,2020-01-17 00:00:00,435000
287,284,2020-01-17 00:00:00,111755
288,285,2020-01-20 00:00:00,113700
289,286,2020-01-20 00:00:00,327500
290,287,2020-01-20 00:00:00,118110
291,288,2020-01-21 00:00:00,117800
292,289,2020-01-21 00:00:00,407500
293,290,2020-01-23 00:00:00,121000
294,291,2020-01-24 00:00:00,199500
295,292,2020-01-24 00:00:00,114500
296,293,2020-01-24 00:00:00,121900
297,294,2020-01-24 00:00:00,233470
298,295,2020-01-24 00:00:00,1852500
299,296,2020-01-24 00:00:00,137009
300,297,2020-01-27 00:00:00,301150
301,298,2020-01-28 00:00:00,622850
302,299,2020-01-29 00:00:00,115200
303,300,2020-01-29 00:00:00,84500
304,301,2020-01-30 00:00:00,1196000
305,302,2020-01-30 00:00:00,376150
306,303,2020-01-30 00:00:00,148113
307,304,2020-01-30 00:00:00,50400
308,305,2020-01-31 00:00:00,341000
309,306,2020-01-31 00:00:00,200150
310,307,2020-01-31 00:00:00,205250
311,308,2020-01-31 00:00:00,50925
312,309,2020-01-31 00:00:00,559900
313,310,2020-02-03 00:00:00,178140
314,311,2020-02-04 00:00:00,124500
315,312,2020-02-04 00:00:00,211500
316,313,2020-02-05 00:00:00,228800
317,314,2020-02-05 00:00:00,1022000
318,315,2020-02-05 00:00:00,149870
319,316,2020-02-06 00:00:00,157700
320,317,2020-02-06 00:00:00,78500
321,318,2020-02-06 00:00:00,107600
322,319,2020-02-06 00:00:00,138500
323,320,2020-02-06 00:00:00,417000
324,321,2020-02-06 00:00:00,151592
325,322,2020-02-07 00:00:00,151500
326,323,2020-02-07 00:00:00,257500
327,324,2020-02-10 00:00:00,111600
328,325,2020-02-10 00:00:00,325100
329,326,2020-02-10 00:00:00,153600
330,327,2020-02-10 00:00:00,104000
331,328,2020-02-11 00:00:00,67991
332,328,2020-02-11 00:00:00,33609
333,329,2020-02-11 00:00:00,96300
334,330,2020-02-11 00:00:00,43560
335,331,2020-02-11 00:00:00,244000
336,332,2020-02-11 00:00:00,187440
337,333,2020-02-12 00:00:00,135500
338,334,2020-02-12 00:00:00,1076000
339,335,2020-02-12 00:00:00,262580
340,336,2020-02-12 00:00:00,92000
341,337,2020-02-13 00:00:00,309800
342,338,2020-02-13 00:00:00,397400
343,339,2020-02-13 00:00:00,291550
344,340,2020-02-13 00:00:00,103000
345,341,2020-02-14 00:00:00,194460
346,342,2020-02-14 00:00:00,291230
347,343,2020-02-14 00:00:00,130940
348,344,2020-02-14 00:00:00,584000
349,345,2020-02-17 00:00:00,297000
350,346,2020-02-17 00:00:00,274102
351,347,2020-02-17 00:00:00,409000
352,348,2020-02-17 00:00:00,194030
353,349,2020-02-17 00:00:00,111594
354,350,2020-02-19 00:00:00,168783
355,351,2020-02-20 00:00:00,234820
356,352,2020-02-21 00:00:00,480000
357,353,2020-02-21 00:00:00,532500
358,354,2020-02-21 00:00:00,417145
359,355,2020-02-21 00:00:00,143730
360,356,2020-02-24 00:00:00,124720
361,357,2020-02-25 00:00:00,186000
362,358,2020-02-25 00:00:00,136500
363,359,2020-02-26 00:00:00,327000
364,360,2020-02-26 00:00:00,129450
365,361,2020-02-26 00:00:00,283500
366,362,2020-02-27 00:00:00,485000
367,363,2020-02-27 00:00:00,161000
368,364,2020-02-27 00:00:00,120625
369,365,2020-02-27 00:00:00,192500
370,366,2020-02-28 00:00:00,149450
371,367,2020-02-28 00:00:00,36000
372,368,2020-02-28 00:00:00,202500
373,369,2020-02-28 00:00:00,302500
374,370,2020-02-28 00:00:00,611284
375,371,2020-02-29 00:00:00,302200
376,372,2020-02-29 00:00:00,88000
377,373,2020-03-02 00:00:00,173000
378,374,2020-03-02 00:00:00,196600
379,375,2020-03-02 00:00:00,112200
380,376,2020-03-03 00:00:00,1755000
381,377,2020-03-03 00:00:00,156750
382,378,2020-03-03 00:00:00,57000
383,379,2020-03-04 00:00:00,486200
384,380,2020-03-04 00:00:00,357100
385,381,2020-03-05 00:00:00,79900
386,382,2020-03-05 00:00:00,205370
387,383,2020-03-06 00:00:00,166850
388,384,2020-03-06 00:00:00,616000
389,385,2020-03-06 00:00:00,685500
390,386,2020-03-06 00:00:00,187000
391,387,2020-03-09 00:00:00,692000
392,388,2020-03-09 00:00:00,65000
393,389,2020-03-10 00:00:00,377600
394,390,2020-03-10 00:00:00,120200
395,391,2020-03-11 00:00:00,207000
396,392,2020-03-11 00:00:00,70000
397,393,2020-03-11 00:00:00,148500
398,394,2020-03-12 00:00:00,78850
399,395,2020-03-12 00:00:00,77020
400,396,2020-03-13 00:00:00,355730
401,397,2020-03-16 00:00:00,119550
402,398,2020-03-16 00:00:00,335300
403,399,2020-03-16 00:00:00,245600
404,400,2020-03-16 00:00:00,299250
405,401,2020-03-16 00:00:00,657000
406,401,2020-03-16 00:00:00,900000
407,402,2020-03-16 00:00:00,353000
408,403,2020-03-16 00:00:00,122000
409,404,2020-03-17 00:00:00,718626
410,405,2020-03-17 00:00:00,308200
411,406,2020-03-17 00:00:00,208000
412,407,2020-03-18 00:00:00,87000
413,408,2020-03-20 00:00:00,404070
414,409,2020-03-20 00:00:00,723000
415,410,2020-03-23 00:00:00,72500
416,411,2020-03-23 00:00:00,304015
417,412,2020-03-26 00:00:00,251750
418,413,2020-03-26 00:00:00,141000
419,414,2020-03-27 00:00:00,122500
420,415,2020-03-27 00:00:00,170500
421,416,2020-03-30 00:00:00,63000
422,417,2020-03-31 00:00:00,92500
423,418,2020-03-31 00:00:00,798000
424,419,2020-03-31 00:00:00,250693
425,420,2020-03-31 00:00:00,78000
426,421,2020-04-02 00:00:00,244370
427,422,2020-04-06 00:00:00,253000
428,423,2020-04-07 00:00:00,152500
429,424,2020-04-09 00:00:00,308000
430,425,2020-04-09 00:00:00,74300
431,426,2020-04-10 00:00:00,275150
432,427,2020-04-10 00:00:00,289150
433,428,2020-04-15 00:00:00,455240
434,429,2020-04-16 00:00:00,319000
435,430,2020-04-20 00:00:00,383450
436,431,2020-04-21 00:00:00,123900
437,432,2020-04-22 00:00:00,199990
438,433,2020-04-23 00:00:00,525000
439,434,2020-04-23 00:00:00,550000
440,435,2020-04-24 00:00:00,162300
441,436,2020-04-27 00:00:00,610000
442,437,2020-04-28 00:00:00,146430
443,438,2020-04-29 00:00:00,230549
444,439,2020-04-30 00:00:00,85100
445,341,2020-04-30 00:00:00,254280
446,440,2020-04-30 00:00:00,324250
447,441,2020-04-30 00:00:00,695000
448,442,2020-05-04 00:00:00,208500
449,443,2020-05-05 00:00:00,292500
450,444,2020-05-05 00:00:00,378000
451,445,2020-05-05 00:00:00,113000
452,446,2020-05-06 00:00:00,190450
453,447,2020-05-06 00:00:00,120560
454,448,2020-05-07 00:00:00,302000
455,449,2020-05-11 00:00:00,155550
456,450,2020-05-11 00:00:00,455000
457,451,2020-05-12 00:00:00,149570
458,452,2020-05-12 00:00:00,148000
459,453,2020-05-12 00:00:00,307500
460,454,2020-05-13 00:00:00,202000
461,455,2020-05-13 00:00:00,209000
462,456,2020-05-14 00:00:00,74400
463,457,2020-05-14 00:00:00,266000
464,458,2020-05-14 00:00:00,198200
465,459,2020-05-14 00:00:00,387000
466,460,2020-05-14 00:00:00,514000
467,461,2020-05-14 00:00:00,89000
468,462,2020-05-14 00:00:00,94000
469,463,2020-05-15 00:00:00,395000
470,464,2020-05-15 00:00:00,121700
471,465,2020-05-15 00:00:00,204700
472,466,2020-05-15 00:00:00,935000
473,467,2020-05-15 00:00:00,305344
474,468,2020-05-15 00:00:00,159500
475,469,2020-05-18 00:00:00,289000
476,470,2020-05-18 00:00:00,48000
477,471,2020-05-18 00:00:00,158000
478,472,2020-05-18 00:00:00,337000
479,473,2020-05-18 00:00:00,156250
480,474,2020-05-18 00:00:00,136205
481,475,2020-05-19 00:00:00,363000
482,476,2020-05-19 00:00:00,178525
483,477,2020-05-19 00:00:00,279000
484,478,2020-05-19 00:00:00,82000
485,479,2020-05-19 00:00:00,228000
486,480,2020-05-19 00:00:00,201400
487,481,2020-05-19 00:00:00,188000
488,482,2020-05-19 00:00:00,88550
489,483,2020-05-19 00:00:00,51500
490,484,2020-05-20 00:00:00,196100
491,485,2020-05-20 00:00:00,159200
492,486,2020-05-20 00:00:00,321175
493,487,2020-05-20 00:00:00,193700
494,488,2020-05-20 00:00:00,539280
495,489,2020-05-20 00:00:00,144000
496,490,2020-05-20 00:00:00,180740
497,491,2020-05-20 00:00:00,505000
498,492,2020-05-20 00:00:00,213000
499,493,2020-05-20 00:00:00,350710
500,494,2020-05-22 00:00:00,232180
501,495,2020-05-25 00:00:00,660000
502,496,2020-05-25 00:00:00,163000
503,497,2020-05-25 00:00:00,809000
504,498,2020-05-25 00:00:00,261250
505,499,2020-05-25 00:00:00,212700
506,500,2020-05-25 00:00:00,370545
507,501,2020-05-25 00:00:00,575000
508,502,2020-05-25 00:00:00,309000
509,503,2020-05-26 00:00:00,74000
510,504,2020-05-26 00:00:00,232800
511,505,2020-05-26 00:00:00,71000
512,506,2020-05-26 00:00:00,197000
513,507,2020-05-26 00:00:00,96500
514,508,2020-05-27 00:00:00,138000
515,509,2020-05-27 00:00:00,349200
516,510,2020-05-28 00:00:00,288000
517,511,2020-05-28 00:00:00,127500
518,512,2020-05-28 00:00:00,165000
519,513,2020-05-28 00:00:00,81300
520,514,2020-05-28 00:00:00,167500
521,515,2020-05-28 00:00:00,422000
522,516,2020-05-28 00:00:00,83000
523,517,2020-05-28 00:00:00,136000
524,518,2020-05-29 00:00:00,563000
525,519,2020-05-29 00:00:00,810000
526,520,2020-05-29 00:00:00,148750
527,521,2020-05-29 00:00:00,66000
528,522,2020-05-29 00:00:00,317000
529,523,2020-06-01 00:00:00,118000
530,524,2020-06-02 00:00:00,119100
531,525,2020-06-02 00:00:00,123500
532,526,2020-06-02 00:00:00,342000
533,527,2020-06-02 00:00:00,110000
534,528,2020-06-02 00:00:00,464500
535,529,2020-06-02 00:00:00,129000
536,530,2020-06-02 00:00:00,114000
537,531,2020-06-02 00:00:00,1000000
538,532,2020-06-02 00:00:00,350000
539,533,2020-06-03 00:00:00,215200
540,534,2020-06-03 00:00:00,860000
541,535,2020-06-03 00:00:00,175000
542,536,2020-06-04 00:00:00,272600
543,537,2020-06-04 00:00:00,352960
544,538,2020-06-04 00:00:00,780000
545,539,2020-06-04 00:00:00,131600
546,540,2020-06-04 00:00:00,48600
547,541,2020-06-04 00:00:00,119000
548,542,2020-06-04 00:00:00,130000
549,543,2020-06-04 00:00:00,127000
550,544,2020-06-05 00:00:00,390000
551,545,2020-06-05 00:00:00,138800
552,546,2020-06-05 00:00:00,102700
553,547,2020-06-05 00:00:00,675000
554,548,2020-06-05 00:00:00,293000
555,549,2020-06-05 00:00:00,142400
556,550,2020-06-05 00:00:00,137000
557,511,2020-06-08 00:00:00,179000
558,551,2020-06-08 00:00:00,274000
559,552,2020-06-08 00:00:00,186600
560,553,2020-06-08 00:00:00,214000
561,554,2020-06-08 00:00:00,105000
562,555,2020-06-08 00:00:00,183950
563,556,2020-06-08 00:00:00,394000
564,557,2020-06-09 00:00:00,129600
565,558,2020-06-09 00:00:00,196000
566,559,2020-06-09 00:00:00,84112
567,499,2020-06-09 00:00:00,166500
568,560,2020-06-09 00:00:00,219990
569,561,2020-06-09 00:00:00,295000
570,562,2020-06-09 00:00:00,95000
571,563,2020-06-10 00:00:00,90500
572,564,2020-06-10 00:00:00,294975
573,565,2020-06-10 00:00:00,203300
574,566,2020-06-10 00:00:00,102800
575,567,2020-06-10 00:00:00,65500
576,568,2020-06-10 00:00:00,219400
577,445,2020-06-10 00:00:00,133000
578,569,2020-06-10 00:00:00,342500
579,570,2020-06-10 00:00:00,365000
580,571,2020-06-11 00:00:00,439200
581,572,2020-06-11 00:00:00,113300
582,573,2020-06-11 00:00:00,169600
583,574,2020-06-11 00:00:00,189400
584,575,2020-06-12 00:00:00,365580
585,576,2020-06-12 00:00:00,314000
586,577,2020-06-12 00:00:00,565000
587,578,2020-06-12 00:00:00,153000
588,579,2020-06-12 00:00:00,339000
589,580,2020-06-12 00:00:00,1100000
590,581,2020-06-12 00:00:00,240550
591,582,2020-06-12 00:00:00,229000
592,583,2020-06-15 00:00:00,155350
593,584,2020-06-15 00:00:00,230300
594,585,2020-06-15 00:00:00,148900
595,586,2020-06-15 00:00:00,52000
596,587,2020-06-15 00:00:00,132480
597,588,2020-06-15 00:00:00,259000
598,589,2020-06-15 00:00:00,143000
599,590,2020-06-15 00:00:00,225000
600,591,2020-06-15 00:00:00,233000
601,592,2020-06-15 00:00:00,184414
602,593,2020-06-16 00:00:00,245000
603,594,2020-06-16 00:00:00,73000
604,595,2020-06-16 00:00:00,167960
605,512,2020-06-17 00:00:00,140000
606,596,2020-06-17 00:00:00,1582542
607,597,2020-06-17 00:00:00,346000
608,598,2020-06-17 00:00:00,432500
609,599,2020-06-17 00:00:00,81000
610,600,2020-06-18 00:00:00,147500
611,601,2020-06-18 00:00:00,383000
612,602,2020-06-18 00:00:00,123000
613,603,2020-06-19 00:00:00,82500
614,604,2020-06-22 00:00:00,205358
615,605,2020-06-22 00:00:00,145750
616,606,2020-06-22 00:00:00,263500
617,607,2020-06-23 00:00:00,150000
618,608,2020-06-23 00:00:00,285000
619,609,2020-06-23 00:00:00,102000
620,610,2020-06-23 00:00:00,98000
621,407,2020-06-23 00:00:00,96000
622,611,2020-06-23 00:00:00,230000
623,612,2020-06-23 00:00:00,348345
624,613,2020-06-24 00:00:00,215000
625,614,2020-06-25 00:00:00,205000
626,615,2020-06-25 00:00:00,166000
627,616,2020-06-25 00:00:00,190000
628,617,2020-06-25 00:00:00,29500
629,618,2020-06-25 00:00:00,85500
630,619,2020-06-25 00:00:00,235000
631,620,2020-06-25 00:00:00,335000
632,621,2020-06-25 00:00:00,218000
633,622,2020-06-26 00:00:00,112000
634,623,2020-06-26 00:00:00,401470
635,624,2020-06-26 00:00:00,169000
636,625,2020-06-26 00:00:00,137700
637,626,2020-06-26 00:00:00,132000
638,627,2020-06-26 00:00:00,233050
639,628,2020-06-29 00:00:00,99551
640,629,2020-06-29 00:00:00,179900
641,630,2020-06-29 00:00:00,145000
642,631,2020-06-29 00:00:00,80000
643,632,2020-06-30 00:00:00,970000
644,633,2020-06-30 00:00:00,328300
645,634,2020-06-30 00:00:00,445100
646,635,2020-02-12 00:00:00,50000
647,636,2020-03-19 00:00:00,70000
648,637,2020-02-25 00:00:00,156580
649,638,2020-01-16 00:00:00,150200
650,639,2020-03-19 00:00:00,98000
651,640,2020-04-22 00:00:00,57000
652,641,2020-01-23 00:00:00,155000
653,642,2020-01-30 00:00:00,128810
654,643,2020-02-07 00:00:00,143850
655,644,2020-02-13 00:00:00,55000
656,645,2020-05-06 00:00:00,115000
657,646,2020-05-29 00:00:00,193700
658,647,2020-02-05 00:00:00,31000
659,648,2020-02-20 00:00:00,105500
660,649,2020-04-27 00:00:00,44000
661,650,2020-04-03 00:00:00,174850
662,651,2020-03-10 00:00:00,126000
663,652,2020-01-10 00:00:00,203400
664,653,2020-04-06 00:00:00,130000
665,654,2020-04-17 00:00:00,76000
666,655,2020-05-20 00:00:00,282600
667,656,2020-01-07 00:00:00,212150
668,657,2020-01-03 00:00:00,102000
669,658,2020-02-12 00:00:00,132500
670,659,2020-04-01 00:00:00,45000
671,660,2020-01-31 00:00:00,530000
672,661,2020-02-11 00:00:00,305500
673,662,2020-02-25 00:00:00,435000
674,663,2020-03-11 00:00:00,510000
675,664,2020-05-15 00:00:00,410000
676,665,2020-01-27 00:00:00,110600
677,666,2020-02-03 00:00:00,135700
678,667,2020-02-28 00:00:00,139130
679,668,2020-03-16 00:00:00,16300
680,669,2020-03-31 00:00:00,114500
681,670,2020-01-06 00:00:00,429250
682,671,2020-01-16 00:00:00,330000
683,672,2020-02-06 00:00:00,220000
684,673,2020-02-07 00:00:00,428000
685,674,2020-02-12 00:00:00,292000
686,675,2020-02-17 00:00:00,506000
687,676,2020-02-18 00:00:00,465660
688,677,2020-04-07 00:00:00,375000
689,678,2020-05-15 00:00:00,469000
690,679,2020-02-05 00:00:00,68000
691,680,2020-02-03 00:00:00,56000
692,681,2020-01-07 00:00:00,262000
693,682,2020-01-08 00:00:00,190000
694,683,2020-01-17 00:00:00,535000
695,684,2020-01-29 00:00:00,580450
696,685,2020-01-29 00:00:00,486415
697,686,2020-01-31 00:00:00,285000
